,Name,gender,is alive,age,Death_Probability
7874,Michelle Forbes,Female,yes,49,0.0026100000000000003
7878,Ashley Force,Female,yes,32,0.0007
7880,Carolyn Forché,Female,yes,64,0.010879999999999999
7881,Betty Ford,Female,no,93,0.20245
7882,Clementine Ford,Female,yes,35,0.0009400000000000001
7883,Constance Ford,Female,no,70,0.019119999999999998
7887,Faith Ford,Female,yes,50,0.00281
7895,Lita Ford,Female,yes,55,0.00447
7897,Mary Ford,Female,no,53,0.00365
7898,Melyssa Ford,Female,yes,38,0.00124
7899,Patricia Ford,Female,yes,45,0.00201
7902,Ruth Ford,Female,no,94,0.22268000000000002
7910,Willa Ford,Female,yes,33,0.0007700000000000001
7916,Deborah Foreman,Female,yes,52,0.0033200000000000005
7918,Sara Forestier,Female,yes,28,0.0005200000000000001
7920,Claire Forlani,Female,yes,42,0.0016899999999999999
7924,Sally Forrest,Female,yes,86,0.09561
7926,Maureen Forrester,Female,no,80,0.04965
7934,Rosemary Forsyth,Female,yes,71,0.02103
7947,Wenche Foss,Female,no,94,0.22268000000000002
7950,Dian Fossey,Female,no,53,0.00365
7955,Dianne Foster,Female,yes,86,0.09561
7956,Jodie Foster,Female,yes,52,0.0033200000000000005
7959,Meg Foster,Female,yes,66,0.01325
7964,Sara Foster,Female,yes,33,0.0007700000000000001
7965,Sutton Foster,Female,yes,39,0.00134
7978,Tillie Fowler,Female,no,63,0.00987
7985,Emilia Fox,Female,yes,40,0.00146
7989,Jorja Fox,Female,yes,46,0.00214
7991,Kerry Fox,Female,yes,48,0.00244
7993,Marye Anne Fox,Female,yes,67,0.01456
7996,Megan Fox,Female,yes,28,0.0005200000000000001
8002,Samantha Fox,Female,yes,63,0.00987
8005,Vivica Fox,Female,yes,50,0.00281
8006,Jaimee Foxworth,Female,yes,35,0.0009400000000000001
8012,Virginia Foxx,Female,yes,71,0.02103
8017,Sheila Frahm,Female,yes,69,0.017419999999999998
8021,Janet Frame,Female,no,80,0.04965
8028,Anne Francine,Female,no,82,0.06182000000000001
8030,Anne Francis,Female,no,81,0.055420000000000004
8031,Arlene Francis,Female,no,94,0.22268000000000002
8032,Connie Francis,Female,yes,76,0.03305
8035,Genie Francis,Female,yes,52,0.0033200000000000005
8036,Kay Francis,Female,no,63,0.00987
8045,Déborah François,Female,yes,27,0.00049
8062,Helen Frankenthaler,Female,no,83,0.06888
8063,Aretha Franklin,Female,yes,72,0.023030000000000002
8064,Barbara Hackman Franklin,Female,yes,74,0.027360000000000002
8065,Bonnie Franklin,Female,no,69,0.017419999999999998
8073,Missy Franklin,Female,yes,19,0.0004
8074,Pamela Franklin,Female,yes,64,0.010879999999999999
8075,Rosalind Franklin,Female,no,38,0.00124
8076,Shirley Franklin,Female,yes,69,0.017419999999999998
8082,Mary Frann,Female,no,55,0.00447
8084,Adrienne Frantz,Female,yes,36,0.0010400000000000001
8094,Dawn Fraser,Female,yes,77,0.036489999999999995
8096,Elizabeth Fraser,Female,yes,51,0.0030399999999999997
8097,Laura Fraser,Female,yes,38,0.00124
8100,Phyllis Fraser,Female,no,95,0.24316
8111,Lynne Frederick,Female,no,40,0.00146
8112,Pauline Frederick,Female,no,84,0.07674
8123,Cassidy Freeman,Female,yes,32,0.0007
8124,Cathy Freeman,Female,yes,41,0.00158
8126,Jennifer Freeman,Female,yes,29,0.00055
8127,Joan Freeman,Female,yes,72,0.023030000000000002
8128,Kathleen Freeman,Female,no,82,0.06182000000000001
8130,Mona Freeman,Female,no,88,0.11955
8145,Dawn French,Female,yes,57,0.00547
8146,Marilyn French,Female,no,80,0.04965
8154,Amber Frey,Female,yes,39,0.00134
8158,Brenda Fricker,Female,yes,69,0.017419999999999998
8162,Betty Friedan,Female,no,85,0.08559
8176,Anna Friel,Female,yes,38,0.00124
8187,Justine Frischmann,Female,yes,45,0.00201
8191,Nikki Fritz,Female,yes,50,0.00281
8197,Jane Froman,Female,no,73,0.02511
8199,Squeaky Fromme,Female,yes,66,0.01325
8203,Jo Frost,Female,yes,44,0.0019
8204,Lindsay Frost,Female,yes,52,0.0033200000000000005
8207,Sadie Frost,Female,yes,49,0.0026100000000000003
8208,Catherine Frot,Female,yes,58,0.00604
8219,Soleil Moon Frye,Female,yes,38,0.00124
8222,Ann M. Fudge,Female,yes,63,0.00987
8224,Daisy Fuentes,Female,yes,48,0.00244
8228,Isabelle Fuhrman,Female,yes,17,0.00037999999999999997
8248,Fiona Fullerton,Female,yes,58,0.00604
8251,Eileen Fulton,Female,yes,81,0.055420000000000004
8257,Annette Funicello,Female,no,71,0.02103
8266,Mira Furlan,Female,yes,59,0.006659999999999999
8268,Yvonne Furneaux,Female,yes,86,0.09561
8269,Elizabeth Furse,Female,yes,78,0.040310000000000006
8271,Nelly Furtado,Female,yes,36,0.0010400000000000001
8278,Ellen V. Futter,Female,yes,65,0.01201
8285,Eva Gabor,Female,no,76,0.03305
8286,Magda Gabor,Female,no,83,0.06888
8287,Zsa Zsa Gabor,Female,yes,97,0.28359
8289,Brigitte Gabriel,Female,yes,50,0.00281
8293,Monique Gabrielle,Female,yes,51,0.0030399999999999997
8300,Lamb Gaede,Female,yes,22,0.00042
8301,Lynx Gaede,Female,yes,22,0.00042
8306,Mo Gaffney,Female,yes,56,0.00495
8310,Helen Gahagan,Female,no,80,0.04965
8321,Charlotte Gainsbourg,Female,yes,43,0.0018
8333,Delia Gallagher,Female,yes,44,0.0019
8334,Helen Gallagher,Female,yes,88,0.11955
8336,Megan Gallagher,Female,yes,54,0.00403
8343,Mavis Gallant,Female,no,92,0.18337
8361,Rita Gam,Female,yes,86,0.09561
8370,Indira Gandhi,Female,no,67,0.01456
8372,Sonia Gandhi,Female,yes,68,0.01594
8374,Kim Gandy,Female,yes,60,0.00734
8383,Teresa Ganzel,Female,yes,57,0.00547
8386,Romola Garai,Female,yes,32,0.0007
8391,Greta Garbo,Female,no,85,0.08559
8393,Paula Garcés,Female,yes,40,0.00146
8397,Aimee Garcia,Female,yes,36,0.0010400000000000001
8402,Joanna Garcia,Female,yes,35,0.0009400000000000001
8410,Ava Gardner,Female,no,68,0.01594
8427,Beverly Garland,Female,no,82,0.06182000000000001
8429,Judy Garland,Female,no,47,0.00229
8433,Lee Garlington,Female,yes,61,0.00811
8434,Rita B. Garman,Female,yes,71,0.02103
8438,Helen Garner,Female,yes,72,0.023030000000000002
8441,Jennifer Garner,Female,yes,42,0.0016899999999999999
8442,Kelli Garner,Female,yes,30,0.0006
8443,Nadine Garner,Female,yes,44,0.0019
8444,Peggy Ann Garner,Female,no,52,0.0033200000000000005
8446,Gale Garnett,Female,yes,72,0.023030000000000002
8449,Janeane Garofalo,Female,yes,50,0.00281
8451,Kate Garraway,Female,yes,47,0.00229
8454,Anne Garrels,Female,yes,63,0.00987
8455,Beau Garrett,Female,yes,32,0.0007
8456,Betty Garrett,Female,no,92,0.18337
8469,Greer Garson,Female,no,92,0.18337
8471,Ina Garten,Female,yes,66,0.01325
8473,Jennie Garth,Female,yes,42,0.0016899999999999999
8475,Kathy Garver,Female,yes,69,0.017419999999999998
8477,Lorraine Gary,Female,yes,77,0.036489999999999995
8480,Alana De La Garza,Female,yes,38,0.00124
8489,Alice P. Gast,Female,yes,56,0.00495
8490,Ana Gasteyer,Female,yes,47,0.00229
8494,Lisa Gastoni,Female,yes,79,0.04462
8496,Rosemary Gatenby,Female,no,88,0.11955
8502,Mary Maxwell Gates,Female,no,65,0.01201
8503,Melinda Gates,Female,yes,50,0.00281
8504,Nancy Gates,Female,yes,88,0.11955
8519,Janina Gavankar,Female,yes,34,0.00086
8520,Erica Gavin,Female,yes,67,0.01456
8524,Lisa Gaye,Female,yes,79,0.04462
8526,Nona Gaye,Female,yes,40,0.00146
8527,Rebecca Gayheart,Female,yes,43,0.0018
8528,Crystal Gayle,Female,yes,63,0.00987
8531,Gloria Gaynor,Female,yes,65,0.01201
8532,Janet Gaynor,Female,no,78,0.040310000000000006
8533,Mitzi Gaynor,Female,yes,83,0.06888
8535,Leymah Gbowee,Female,yes,42,0.0016899999999999999
8538,Cynthia Geary,Female,yes,49,0.0026100000000000003
8544,Judy Geeson,Female,yes,66,0.01325
8561,Peaches Geldof,Female,no,25,0.00045
8565,Sarah Michelle Gellar,Female,yes,37,0.0011300000000000001
8566,Pamela Geller,Female,yes,56,0.00495
8568,Martha Gellhorn,Female,no,90,0.14886
8574,Genevieve,Female,no,84,0.07674
8578,Kitty Genovese,Female,no,29,0.00055
8581,Bobbie Gentry,Female,yes,70,0.019119999999999998
8590,Gladys George,Female,no,54,0.00403
8593,Lynda Day George,Female,yes,70,0.019119999999999998
8594,Melissa George,Female,yes,38,0.00124
8595,Phyllis George,Female,yes,65,0.01201
8597,Susan George,Female,yes,64,0.010879999999999999
8606,Julie Gerberding,Female,yes,59,0.006659999999999999
8607,Ashlyn Gere,Female,yes,47,0.00229
8616,Lauren German,Female,yes,36,0.0010400000000000001
8618,Lisa Germano,Female,yes,56,0.00495
8621,Lisa Gerritsen,Female,yes,57,0.00547
8624,Gina Gershon,Female,yes,52,0.0033200000000000005
8628,Jami Gertz,Female,yes,49,0.0026100000000000003
8631,Greta Gerwig,Female,yes,31,0.00064
8634,Masha Gessen,Female,yes,47,0.00229
8640,Estelle Getty,Female,no,85,0.08559
8646,Georgie Anne Geyer,Female,yes,79,0.04462
8650,Yasmeen Ghauri,Female,yes,43,0.0018
8654,Alice Ghostley,Female,no,81,0.055420000000000004
8671,Cynthia Gibb,Female,yes,51,0.0030399999999999997
8676,Beth Gibbons,Female,yes,49,0.0026100000000000003
8680,Julia S. Gibbons,Female,yes,64,0.010879999999999999
8681,Kaye Gibbons,Female,yes,54,0.00403
8682,Leeza Gibbons,Female,yes,57,0.00547
8686,Marla Gibbs,Female,yes,83,0.06888
8689,Althea Gibson,Female,no,76,0.03305
8693,Debbie Gibson,Female,yes,44,0.0019
8704,Virginia Gibson,Female,no,85,0.08559
8706,Wynne Gibson,Female,no,82,0.06182000000000001
8707,Kelli Giddish,Female,yes,34,0.00086
8709,Miep Gies,Female,no,101,0.36073
8712,Frances Gifford,Female,no,75,0.02998
8714,Kathie Lee Gifford,Female,yes,61,0.00811
8715,Gabrielle Giffords,Female,yes,44,0.0019
8722,Elizabeth Gilbert,Female,yes,45,0.00201
8726,Melissa Gilbert,Female,yes,50,0.00281
8729,Sara Gilbert,Female,yes,39,0.00134
8734,Ellen Gilchrist,Female,yes,79,0.04462
8738,Nancy Giles,Female,yes,54,0.00403
8740,Gwynne Gilford,Female,yes,68,0.01594
8745,Thea Gill,Female,yes,44,0.0019
8748,Marie Gillain,Female,yes,39,0.00134
8750,Karen Gillan,Female,yes,27,0.00049
8751,Julia Gillard,Female,yes,53,0.00365
8758,Anita Gillette,Female,yes,78,0.040310000000000006
8763,Kirsten Gillibrand,Female,yes,48,0.00244
8764,Elizabeth Gillies,Female,yes,21,0.00041
8765,Carol Gilligan,Female,yes,78,0.040310000000000006
8783,Peri Gilpin,Female,yes,53,0.00365
8787,Jessalyn Gilsig,Female,yes,43,0.0018
8790,Erica Gimpel,Female,yes,50,0.00281
8792,Sue Ling Gin,Female,yes,73,0.02511
8799,Ruth Bader Ginsburg,Female,yes,81,0.055420000000000004
8802,Natalia Ginzburg,Female,no,75,0.02998
8804,Aria Giovanni,Female,yes,37,0.0011300000000000001
8805,Nikki Giovanni,Female,yes,71,0.02103
8811,Annie Girardot,Female,no,80,0.04965
8816,Annabeth Gish,Female,yes,43,0.0018
8818,Judith Giuliani,Female,yes,60,0.00734
8822,Robin Givens,Female,yes,50,0.00281
8830,April Glaspie,Female,yes,72,0.023030000000000002
8836,Summer Glau,Female,yes,33,0.0007700000000000001
8838,Lola Glaudini,Female,yes,43,0.0018
8843,Joanna Gleason,Female,yes,64,0.010879999999999999
8849,Mary Ann Glendon,Female,yes,76,0.03305
8854,Evelyn Glennie,Female,yes,49,0.0026100000000000003
8856,Sharon Gless,Female,yes,71,0.02103
8858,Alexis Glick,Female,yes,42,0.0016899999999999999
8871,Louise Glück,Female,yes,71,0.02103
8880,Paulette Goddard,Female,no,80,0.04965
8885,Rumer Godden,Female,no,91,0.16549
8892,Gail Godwin,Female,yes,77,0.036489999999999995
8897,Magda Goebbels,Female,no,44,0.0019
8898,Maria Goeppert-Mayer,Female,no,66,0.01325
8908,Joanna Going,Female,yes,51,0.0030399999999999997
8913,Judy Gold,Female,yes,52,0.0033200000000000005
8914,Missy Gold,Female,yes,44,0.0019
8916,Tracey Gold,Female,yes,45,0.00201
8925,Luella G. Goldberg,Female,yes,77,0.036489999999999995
8928,Whoopi Goldberg,Female,yes,59,0.006659999999999999
8930,Annie Golden,Female,yes,63,0.00987
8938,Susan Golding,Female,yes,69,0.017419999999999998
8954,Linda A. Goldstein,Female,yes,60,0.00734
8959,Valeria Golino,Female,yes,48,0.00244
8960,Arlene Golonka,Female,yes,75,0.02998
8968,Selena Gomez,Female,yes,22,0.00042
8970,Reagan Gomez-Preston,Female,yes,34,0.00086
8985,Julie Gonzalo,Female,yes,33,0.0007700000000000001
8986,Mary L. Good,Female,yes,83,0.06888
8987,Meagan Good,Female,yes,33,0.0007700000000000001
8988,Jill Goodacre,Female,yes,49,0.0026100000000000003
8990,Jane Goodall,Female,yes,80,0.04965
9001,Lynda Goodfriend,Female,yes,61,0.00811
9006,Monica Goodling,Female,yes,41,0.00158
9008,Amy Goodman,Female,yes,57,0.00547
9010,Dody Goodman,Female,no,94,0.22268000000000002
9011,Ellen Goodman,Female,yes,73,0.02511
9017,Delta Goodrem,Female,yes,30,0.0006
9022,Doris Kearns Goodwin,Female,yes,71,0.02103
9023,Ginnifer Goodwin,Female,yes,36,0.0010400000000000001
9025,Jade Goody,Female,no,28,0.0005200000000000001
9026,Evonne Goolagong,Female,yes,63,0.00987
9029,Alicia Goranson,Female,yes,40,0.00146
9031,Raisa Gorbachev,Female,no,67,0.01456
9033,Genevieve Gorder,Female,yes,40,0.00146
9034,Nadine Gordimer,Female,no,91,0.16549
9044,Kim Gordon,Female,yes,61,0.00811
9054,Susan Gordon,Female,no,62,0.00895
9061,Kristin Gore,Female,yes,37,0.0011300000000000001
9062,Lesley Gore,Female,yes,68,0.01594
9065,Tipper Gore,Female,yes,66,0.01325
9066,Jamie S. Gorelick,Female,yes,64,0.010879999999999999
9075,Anne Gorsuch,Female,no,62,0.00895
9093,Kate Gosselin,Female,yes,39,0.00134
9103,Victoria Gotti,Female,yes,52,0.0033200000000000005
9123,Shane Gould,Female,yes,58,0.00604
9125,Ellie Goulding,Female,yes,28,0.0005200000000000001
9137,Susan P. Graber,Female,yes,65,0.01201
9138,Betty Grable,Female,no,57,0.00547
9140,Maggie Grace,Female,yes,31,0.00064
9142,Nancy Grace,Female,yes,56,0.00495
9148,Jean Grae,Female,yes,38,0.00124
9151,Steffi Graf,Female,yes,45,0.00201
9153,Victoria A. Graffeo,Female,yes,62,0.00895
9155,Sue Grafton,Female,yes,74,0.027360000000000002
9156,Aimee Graham,Female,yes,43,0.0018
9157,Bette Nesmith Graham,Female,no,56,0.00495
9169,Heather Graham,Female,yes,44,0.0019
9170,Jorie Graham,Female,yes,63,0.00987
9171,Kat Graham,Female,yes,25,0.00045
9172,Katharine Graham,Female,no,84,0.07674
9174,Lauren Graham,Female,yes,47,0.00229
9180,Sheilah Graham,Female,no,84,0.07674
9182,Gloria Grahame,Female,no,58,0.00604
9183,Margot Grahame,Female,no,71,0.02103
9184,Nancy Lee Grahn,Female,yes,58,0.00604
9188,Wendy Gramm,Female,yes,69,0.017419999999999998
9191,Spencer Grammer,Female,yes,30,0.0006
9193,Ariana Grande,Female,yes,21,0.00041
9194,Temple Grandin,Female,yes,67,0.01456
9201,Kay Granger,Female,yes,71,0.02103
9203,Jennifer Granholm,Female,yes,55,0.00447
9205,Amy Grant,Female,yes,54,0.00403
9206,Beth Grant,Female,yes,65,0.01201
9213,Faye Grant,Female,yes,57,0.00547
9215,Gogi Grant,Female,yes,90,0.14886
9217,Jennifer Grant,Female,yes,48,0.00244
9218,Lee Grant,Female,yes,87,0.10690999999999999
9220,Shauna Grant,Female,no,21,0.00041
9221,Bonita Granville,Female,no,65,0.01201
9224,Karen Grassle,Female,yes,70,0.019119999999999998
9226,Ella T. Grasso,Female,no,62,0.00895
9228,Shirley Ann Grau,Female,yes,85,0.08559
9237,Teresa Graves,Female,no,54,0.00403
9245,Coleen Gray,Female,yes,92,0.18337
9247,Erin Gray,Female,yes,64,0.010879999999999999
9250,Gilda Gray,Female,no,58,0.00604
9252,Hanna Holborn Gray,Female,yes,84,0.07674
9254,Karla M. Gray,Female,yes,67,0.01456
9256,Linda Gray,Female,yes,74,0.027360000000000002
9266,Sprague Grayden,Female,yes,34,0.00086
9267,Ari Graynor,Female,yes,31,0.00064
9269,Kathryn Grayson,Female,no,88,0.11955
9283,Eva Green,Female,yes,34,0.00086
9291,Kerri Green,Female,yes,47,0.00229
9312,Ashley Greene,Female,yes,27,0.00049
9316,Ellen Greene,Female,yes,63,0.00987
9317,Enid Greene,Female,yes,56,0.00495
9323,Melissa Fay Greene,Female,yes,62,0.00895
9324,Michele Greene,Female,yes,52,0.0033200000000000005
9331,Meg Greenfield,Female,no,69,0.017419999999999998
9332,Susan Greenfield,Female,yes,64,0.010879999999999999
9344,Maggie Greenwald,Female,yes,59,0.006659999999999999
9346,Ellie Greenwich,Female,no,69,0.017419999999999998
9350,Joan Greenwood,Female,no,66,0.01325
9355,Germaine Greer,Female,yes,75,0.02998
9357,Jane Greer,Female,no,77,0.036489999999999995
9358,Judy Greer,Female,yes,39,0.00134
9365,Virginia Gregg,Female,no,70,0.019119999999999998
9366,Chris Gregoire,Female,yes,67,0.01456
9377,Carol W. Greider,Female,yes,53,0.00365
9380,Stacey Grenrock-Woods,Female,yes,46,0.00214
9385,Deborah Grey,Female,yes,62,0.00895
9386,Jennifer Grey,Female,yes,54,0.00403
9388,Sasha Grey,Female,yes,26,0.00045999999999999996
9389,Virginia Grey,Female,no,87,0.10690999999999999
9394,Pam Grier,Female,yes,65,0.01201
9406,Kathy Griffin,Female,yes,54,0.00403
9413,Anastasia Griffith,Female,yes,36,0.0010400000000000001
9419,Melanie Griffith,Female,yes,57,0.00547
9421,Nanci Griffith,Female,yes,61,0.00811
9427,Barbara J. Griffiths,Female,yes,65,0.01201
9428,Marcia Griffiths,Female,yes,65,0.01201
9429,Rachel Griffiths,Female,yes,46,0.00214
9439,Shenae Grimes,Female,yes,25,0.00045
9440,Tammy Grimes,Female,yes,80,0.04965
9466,Mary Gross,Female,yes,61,0.00811
9471,Terry Gross,Female,yes,63,0.00987
9473,Leslie Grossman,Female,yes,43,0.0018
9486,Lizzie Grubman,Female,yes,43,0.0018
9508,Vida Guerra,Female,yes,34,0.00086
9516,Carla Gugino,Female,yes,43,0.0018
9519,Ann Morgan Guilbert,Female,yes,86,0.09561
9520,Kimberly Guilfoyle,Female,yes,45,0.00201
9527,Sienna Guillory,Female,yes,39,0.00134
9528,Ursula K. Le Guin,Female,yes,85,0.08559
9530,Lani Guinier,Female,yes,64,0.010879999999999999
9537,Cathy Guisewite,Female,yes,64,0.010879999999999999
9544,Mamie Gummer,Female,yes,31,0.00064
9549,Anna Gunn,Female,yes,46,0.00214
9550,Janet Gunn,Female,yes,53,0.00365
9564,Sigrid Gurie,Female,no,58,0.00604
9570,Anne Gust,Female,yes,56,0.00495
9580,Savannah Guthrie,Female,yes,43,0.0018
9587,Amy Gutmann,Female,yes,65,0.01201
9591,Jasmine Guy,Female,yes,52,0.0033200000000000005
9597,Anne Gwynne,Female,no,85,0.08559
9602,Maggie Gyllenhaal,Female,yes,37,0.0011300000000000001
9605,Greta Gynt,Female,no,84,0.07674
9622,Shelley Hack,Female,yes,67,0.01456
9623,Marilyn Hacker,Female,yes,72,0.023030000000000002
9627,Joan Hackett,Female,no,49,0.0026100000000000003
9637,Margaret Peterson Haddix,Female,yes,50,0.00281
9640,Petra Haden,Female,yes,43,0.0018
9641,Rachel Haden,Female,yes,43,0.0018
9648,Kay Hagan,Female,yes,61,0.00811
9649,Molly Hagan,Female,yes,53,0.00365
9655,Jean Hagen,Female,no,54,0.00403
9657,Nina Hagen,Female,yes,59,0.006659999999999999
9658,Uta Hagen,Female,no,85,0.08559
9662,Julie Hagerty,Female,yes,59,0.006659999999999999
9678,Janice Hahn,Female,yes,62,0.00895
9680,Jessica Hahn,Female,yes,55,0.00447
9682,Kathryn Hahn,Female,yes,40,0.00146
9685,Stacy Haiduk,Female,yes,46,0.00214
9689,Leisha Hailey,Female,yes,43,0.0018
9692,Randa Haines,Female,yes,69,0.017419999999999998
9702,Barbara Hale,Female,yes,93,0.20245
9703,Jennifer Hale,Female,yes,42,0.0016899999999999999
9705,Lucy Hale,Female,yes,25,0.00045
9707,Suzanne K. Hale,Female,yes,66,0.01325
9713,Nikki Haley,Female,yes,42,0.0016899999999999999
9716,Alaina Reed Hall,Female,no,63,0.00987
9720,Bridget Hall,Female,yes,37,0.0011300000000000001
9722,Cynthia H. Hall,Female,no,82,0.06182000000000001
9726,Deidre Hall,Female,yes,67,0.01456
9731,Grayson Hall,Female,no,63,0.00987
9735,Irma P. Hall,Female,yes,79,0.04462
9737,Jerry Hall,Female,yes,58,0.00604
9742,Katie Hall,Female,no,74,0.027360000000000002
9744,Lani Hall,Female,yes,66,0.01325
9753,Rebecca Hall,Female,yes,32,0.0007
9754,Regina Hall,Female,yes,44,0.0019
9757,Ruth Hall,Female,no,93,0.20245
9758,Tamron Hall,Female,yes,44,0.0019
9761,Virginia Hall,Female,no,76,0.03305
9762,Geri Halliwell,Female,yes,42,0.0016899999999999999
9765,Tarja Halonen,Female,yes,71,0.02103
9767,Florence Halop,Female,no,63,0.00987
9774,Debbie Halvorson,Female,yes,56,0.00495
9777,Mary Katharine Ham,Female,yes,34,0.00086
9778,Ayumi Hamasaki,Female,yes,36,0.0010400000000000001
9782,Veronica Hamel,Female,yes,71,0.02103
9783,Fannie Lou Hamer,Female,no,60,0.00734
9786,Dorothy Hamill,Female,yes,58,0.00604
9797,Laurell K. Hamilton,Female,yes,51,0.0030399999999999997
9800,Linda Hamilton,Female,yes,58,0.00604
9801,Lisa Gay Hamilton,Female,yes,50,0.00281
9802,Lynn Hamilton,Female,yes,84,0.07674
9803,Margaret Hamilton,Female,no,83,0.06888
9807,Sarah Jane Hamilton,Female,yes,43,0.0018
9814,Mia Hamm,Female,yes,42,0.0016899999999999999
9821,Susan Hammer,Female,yes,76,0.03305
9827,Joan Hammond,Female,no,84,0.07674
9832,Susan Hampshire,Female,yes,77,0.036489999999999995
9838,Jane Hamsher,Female,yes,55,0.00447
9839,Colleen Hanabusa,Female,yes,63,0.00987
9844,Sheila Hancock,Female,yes,81,0.055420000000000004
9848,Irene Handl,Female,no,86,0.09561
9849,Chelsea Handler,Female,yes,39,0.00134
9855,Anne Haney,Female,no,67,0.01456
9856,Carol Haney,Female,no,40,0.00146
9858,Helene Hanff,Female,no,81,0.055420000000000004
9861,Bridget Hanley,Female,yes,73,0.02511
9865,Kathleen Hanna,Female,yes,45,0.00201
9869,Daryl Hannah,Female,yes,54,0.00403
9873,Alyson Hannigan,Female,yes,40,0.00146
9876,Donna Hanover,Female,yes,64,0.010879999999999999
9877,Lorraine Hansberry,Female,no,35,0.0009400000000000001
9888,Mary Hansen,Female,no,36,0.0010400000000000001
9897,Daniela Hantuchova,Female,yes,31,0.00064
9899,Setsuko Hara,Female,yes,94,0.22268000000000002
9912,Marcia Gay Harden,Female,yes,55,0.00447
9915,Melora Hardin,Female,yes,47,0.00229
9918,Ann Harding,Female,no,80,0.04965
9919,June Harding,Female,yes,74,0.027360000000000002
9920,Tonya Harding,Female,yes,45,0.00201
9922,Elizabeth Hardwick,Female,no,91,0.16549
9924,Françoise Hardy,Female,yes,70,0.019119999999999998
9936,Mariska Hargitay,Female,yes,50,0.00281
9942,Joy Harjo,Female,yes,63,0.00987
9946,Ashley Harkleroad,Female,yes,29,0.00055
