,Name,gender,is alive,age,Death_Probability
13884,Mary Kay Letourneau,Female,yes,52,0.0033200000000000005
13888,Katie Leung,Female,yes,27,0.00049
13897,Kate Levering,Female,yes,35,0.0009400000000000001
13900,Denise Levertov,Female,no,74,0.027360000000000002
13905,Rita Levi-Montalcini,Female,no,103,0.40531
13938,Chandra Levy,Female,no,24,0.00044
13940,Jane Levy,Female,yes,25,0.00045
13948,Monica Lewinsky,Female,yes,41,0.00158
13951,Ann Lewis,Female,yes,77,0.036489999999999995
13958,Charlotte Lewis,Female,yes,47,0.00229
13962,Dawnn Lewis,Female,yes,53,0.00365
13964,Diana Lewis,Female,no,78,0.040310000000000006
13975,Jenifer Lewis,Female,yes,57,0.00547
13976,Jenny Lewis,Female,yes,38,0.00124
13984,Juliette Lewis,Female,yes,41,0.00158
13987,Leona Lewis,Female,yes,29,0.00055
14000,Shari Lewis,Female,no,65,0.01201
14001,Sylvia Lewis,Female,yes,83,0.06888
14004,Vicki Lewis,Female,yes,54,0.00403
14010,Gong Li,Female,yes,49,0.0026100000000000003
14012,Mara Liasson,Female,yes,59,0.006659999999999999
14025,Gabriella Licudi,Female,yes,73,0.02511
14032,Carol Platt Liebau,Female,yes,47,0.00229
14035,Nancy Lieberman,Female,yes,56,0.00495
14038,Jennifer Lien,Female,yes,40,0.00146
14044,Judith Light,Female,yes,65,0.01201
14052,Evangeline Lilly,Female,yes,35,0.0009400000000000001
14054,Ruth Lilly,Female,no,94,0.22268000000000002
14055,Adriana Lima,Female,yes,33,0.0007700000000000001
14059,Yvonne Lime,Female,yes,79,0.04462
14060,Iyari Limon,Female,yes,38,0.00124
14062,Brigitte Lin,Female,yes,60,0.00734
14064,Maya Lin,Female,yes,55,0.00447
14067,Blanche Lincoln,Female,yes,54,0.00403
14070,Anne Morrow Lindbergh,Female,no,95,0.24316
14072,Gunnel Lindblom,Female,yes,83,0.06888
14074,Janine Lindemulder,Female,yes,46,0.00214
14076,Marta Linden,Female,no,87,0.10690999999999999
14078,Viveca Lindfors,Female,no,75,0.02998
14079,Astrid Lindgren,Female,no,95,0.24316
14080,Anna Lindh,Female,no,46,0.00214
14082,Audra Lindley,Female,no,79,0.04462
14086,Susan L. Lindquist,Female,yes,65,0.01201
14090,Margaret Lindsay,Female,no,71,0.02103
14098,Bai Ling,Female,yes,44,0.0019
14099,Lisa Ling,Female,yes,41,0.00158
14102,Linda Lingle,Female,yes,61,0.00811
14114,Laura Linney,Female,yes,50,0.00281
14118,Joanne Linville,Female,yes,86,0.09561
14127,Tara Lipinski,Female,yes,32,0.0007
14128,Joanne Lipman,Female,yes,53,0.00365
14129,Maureen Lipman,Female,yes,68,0.01594
14138,Peggy Lipton,Female,yes,68,0.01594
14139,Lisa Lisa,Female,yes,47,0.00229
14140,Virna Lisi,Female,yes,77,0.036489999999999995
14141,Peyton List,Female,yes,16,0.00033999999999999997
14144,Moira Lister,Female,no,84,0.07674
14149,Little Eva,Female,no,60,0.00734
14154,Beth Littleford,Female,yes,46,0.00214
14160,Lucy Liu,Female,yes,46,0.00214
14161,Nastia Liukin,Female,yes,25,0.00045
14162,Blake Lively,Female,yes,27,0.00049
14164,Penelope Lively,Female,yes,81,0.055420000000000004
14165,Robyn Lively,Female,yes,42,0.0016899999999999999
14170,Debra A. Livingston,Female,yes,55,0.00447
14172,Margaret Livingston,Female,no,84,0.07674
14177,Tzipi Livni,Female,yes,56,0.00495
14184,Cher Lloyd,Female,yes,21,0.00041
14186,Emily Lloyd,Female,yes,44,0.0019
14190,Kathleen Lloyd,Female,yes,66,0.01325
14191,Marilyn Lloyd,Female,yes,85,0.08559
14193,Sabrina Lloyd,Female,yes,44,0.0019
14201,Amy Locane,Female,yes,43,0.0018
14205,Kimberley Locke,Female,yes,36,0.0010400000000000001
14206,Anne Lockhart,Female,yes,61,0.00811
14210,June Lockhart,Female,yes,89,0.13354000000000002
14212,Heather Locklear,Female,yes,53,0.00365
14213,Lexus Locklear,Female,yes,38,0.00124
14215,Margaret Lockwood,Female,no,74,0.027360000000000002
14222,Lisa Loeb,Female,yes,46,0.00214
14228,Zoe Lofgren,Female,yes,67,0.01456
14233,Lara Logan,Female,yes,43,0.0018
14234,Phyllis Logan,Female,yes,58,0.00604
14238,Sandra Tsing Loh,Female,yes,52,0.0033200000000000005
14239,Lindsay Lohan,Female,yes,28,0.0005200000000000001
14240,Alison Lohman,Female,yes,35,0.0009400000000000001
14243,Kristanna Loken,Female,yes,35,0.0009400000000000001
14247,Carole Lombard,Female,no,34,0.00086
14248,Louise Lombard,Female,yes,44,0.0019
14257,Julie London,Female,no,74,0.027360000000000002
14258,LaToya London,Female,yes,36,0.0010400000000000001
14259,Lauren London,Female,yes,30,0.0006
14260,Stacy London,Female,yes,45,0.00201
14262,Audrey Long,Female,no,92,0.18337
14269,Nia Long,Female,yes,44,0.0019
14272,Shelley Long,Female,yes,65,0.01201
14274,Virginia Long,Female,yes,72,0.023030000000000002
14277,Claudine Longet,Female,yes,72,0.023030000000000002
14281,Jeannie Longo,Female,yes,56,0.00495
14282,Eva Longoria,Female,yes,39,0.00134
14286,Rebecca Loos,Female,yes,37,0.0011300000000000001
14287,"Lisa ""Left Eye"" Lopes",Female,no,31,0.00064
14293,Kathryn Jean Lopez,Female,yes,38,0.00124
14295,Nancy Lopez,Female,yes,57,0.00547
14296,Priscilla Lopez,Female,yes,66,0.01325
14302,Marjorie Lord,Female,yes,96,0.26356999999999997
14304,Audre Lorde,Female,no,58,0.00604
14305,Traci Lords,Female,yes,46,0.00214
14306,Sophia Loren,Female,yes,80,0.04965
14310,Gloria Loring,Female,yes,68,0.01594
14311,Lisa Loring,Female,yes,56,0.00495
14313,Joan Lorring,Female,no,88,0.11955
14314,Tilly Losch,Female,no,72,0.023030000000000002
14316,Susanne Lothar,Female,no,52,0.0033200000000000005
14318,Pixie Lott,Female,yes,23,0.00043
14321,Dorothy Loudon,Female,no,70,0.019119999999999998
14323,Lori Loughlin,Female,yes,50,0.00281
14329,Julia Louis-Dreyfus,Female,yes,53,0.00365
14330,Anita Louise,Female,no,55,0.00447
14331,Tina Louise,Female,yes,80,0.04965
14334,Demi Lovato,Female,yes,22,0.00042
14335,Courtney Love,Female,yes,50,0.00281
14342,Linda Lovelace,Female,no,53,0.00365
14344,Patty Loveless,Female,yes,57,0.00547
14350,Mildred Loving,Female,no,69,0.017419999999999998
14360,Carey Lowell,Female,yes,53,0.00365
14371,Nita Lowey,Female,yes,77,0.036489999999999995
14373,Jessica Lowndes,Female,yes,26,0.00045999999999999996
14375,Lois Lowry,Female,yes,77,0.036489999999999995
14380,Myrna Loy,Female,no,88,0.11955
14382,Lee Lozano,Female,no,69,0.017419999999999998
14383,Monica C. Lozano,Female,yes,58,0.00604
14384,Annette Lu,Female,yes,70,0.019119999999999998
14392,Jessica Lucas,Female,yes,29,0.00055
14398,Susan Lucci,Female,yes,68,0.01594
14399,Clare Boothe Luce,Female,no,84,0.07674
14404,Shannon Lucid,Female,yes,71,0.02103
14407,LeToya Luckett,Female,yes,33,0.0007700000000000001
14415,Christa Ludwig,Female,yes,86,0.09561
14418,Lorna Luft,Female,yes,62,0.00895
14432,Lauren Luke,Female,yes,33,0.0007700000000000001
14437,Lulu,Female,yes,66,0.01325
14441,Joanna Lumley,Female,yes,68,0.01594
14442,Cynthia Lummis,Female,yes,60,0.00734
14444,BarBara Luna,Female,yes,75,0.02998
14448,Lydia Lunch,Female,yes,55,0.00447
14450,Joan Lunden,Female,yes,64,0.010879999999999999
14455,Jessica Lundy,Female,yes,48,0.00244
14456,Jamie Luner,Female,yes,43,0.0018
14461,Ida Lupino,Female,no,77,0.036489999999999995
14462,Patti LuPone,Female,yes,65,0.01201
14466,Alison Lurie,Female,yes,88,0.11955
14471,Masiela Lusha,Female,yes,29,0.00055
14479,Rachel Luttrell,Female,yes,43,0.0018
14484,Katharine C. Lyall,Female,yes,73,0.02511
14489,Dorothy Lyman,Female,yes,67,0.01456
14493,Dawn Lyn,Female,yes,51,0.0030399999999999997
14495,Evanna Lynch,Female,yes,23,0.00043
14498,Jane Lynch,Female,yes,54,0.00403
14499,Jessica Lynch,Female,yes,31,0.00064
14503,Kelly Lynch,Female,yes,55,0.00447
14505,Sandra L. Lynch,Female,yes,68,0.01594
14514,Anni-Frid Lyngstad,Female,yes,69,0.017419999999999998
14515,Carol Lynley,Female,yes,72,0.023030000000000002
14516,Amber Lynn,Female,yes,51,0.0030399999999999997
14518,Betty Lynn,Female,yes,88,0.11955
14519,Cheryl Lynn,Female,yes,57,0.00547
14520,Cynthia Lynn,Female,no,78,0.040310000000000006
14521,Diana Lynn,Female,no,45,0.00201
14523,Ginger Lynn,Female,yes,52,0.0033200000000000005
14527,Vera Lynn,Female,yes,97,0.28359
14529,Shelby Lynne,Female,yes,46,0.00214
14531,Melanie Lynskey,Female,yes,37,0.0011300000000000001
14533,Sue Lyon,Female,yes,68,0.01594
14535,Natasha Lyonne,Female,yes,35,0.0009400000000000001
14538,MC Lyte,Female,yes,43,0.0018
14542,Wangari Maathai,Female,no,71,0.02103
14549,Gloria Macapagal-Arroyo,Female,yes,67,0.01456
14558,Cynthia Macdonald,Female,yes,86,0.09561
14562,Jeanette MacDonald,Female,no,62,0.00895
14564,Kelly Macdonald,Female,yes,38,0.00124
14571,Andie MacDowell,Female,yes,56,0.00495
14572,Gwendolyn MacEwen,Female,no,46,0.00214
14576,Rachael MacFarlane,Female,yes,38,0.00124
14578,Harriet MacGibbon,Female,no,82,0.06182000000000001
14582,Ali MacGraw,Female,yes,76,0.03305
14584,Katherine MacGregor,Female,yes,89,0.13354000000000002
14592,Martha MacIsaac,Female,yes,30,0.0006
14595,Allison Mack,Female,yes,32,0.0007
14599,Helen Mack,Female,no,73,0.02511
14602,Mary Bono Mack,Female,yes,53,0.00365
14605,Dorothy Mackaill,Female,no,87,0.10690999999999999
14620,Catharine MacKinnon,Female,yes,68,0.01594
14623,Simmone Mackinnon,Female,yes,41,0.00158
14626,Shirley MacLaine,Female,yes,80,0.04965
14633,Charlotte MacLeod,Female,no,83,0.06888
14641,Tress MacNeille,Female,yes,63,0.00987
14647,Elle Macpherson,Female,yes,51,0.0030399999999999997
14648,Jay Macpherson,Female,yes,83,0.06888
14651,Meredith MacRae,Female,no,56,0.00495
14652,Sheila MacRae,Female,no,90,0.14886
14663,Rachel Maddow,Female,yes,41,0.00158
14666,Jean Madeira,Female,no,48,0.00244
14669,Amy Madigan,Female,yes,64,0.010879999999999999
14672,Bailee Madison,Female,yes,15,0.00028
14674,Holly Madison,Female,yes,36,0.0010400000000000001
14677,Madonna,Female,yes,56,0.00495
14681,Mía Maestro,Female,yes,36,0.0010400000000000001
14684,Roma Maffia,Female,yes,56,0.00495
14688,Licia Maglietta,Female,yes,60,0.00734
14691,Anna Magnani,Female,no,65,0.01201
14694,Ann Magnuson,Female,yes,58,0.00604
14722,Norris Church Mailer,Female,no,61,0.00811
14723,Antonine Maillet,Female,yes,85,0.08559
14725,Natalie Maines,Female,yes,40,0.00146
14726,Rachel Maines,Female,yes,64,0.010879999999999999
14729,Denise Majette,Female,yes,59,0.006659999999999999
14732,Tina Majorino,Female,yes,29,0.00055
14735,Heike Makatsch,Female,yes,43,0.0018
14738,Wendy Makkena,Female,yes,56,0.00495
14748,Ellen Malcolm,Female,yes,67,0.01456
14756,Wendie Malick,Female,yes,64,0.010879999999999999
14762,Judith Malina,Female,yes,88,0.11955
14763,Hema Malini,Female,yes,66,0.01325
14765,Michelle Malkin,Female,yes,44,0.0019
14774,Dorothy Malone,Female,yes,89,0.13354000000000002
14775,Jena Malone,Female,yes,30,0.0006
14779,Nancy Malone,Female,no,79,0.04462
14780,Carolyn Maloney,Female,yes,66,0.01325
14790,Lil' Mama,Female,yes,25,0.00045
14792,Zosia Mamet,Female,yes,26,0.00045999999999999996
14798,Laure Manaudou,Female,yes,28,0.0005200000000000001
14799,Melissa Manchester,Female,yes,63,0.00987
14809,Winnie Mandela,Female,yes,78,0.040310000000000006
14813,Barbara Mandrell,Female,yes,66,0.01325
14814,Irlene Mandrell,Female,yes,57,0.00547
14815,Louise Mandrell,Female,yes,60,0.00734
14824,Silvana Mangano,Female,no,59,0.006659999999999999
14830,Camryn Manheim,Female,yes,53,0.00365
14837,Aimee Mann,Female,yes,54,0.00403
14842,Erika Mann,Female,no,64,0.010879999999999999
14847,Leslie Mann,Female,yes,42,0.0016899999999999999
14852,Tamela Mann,Female,yes,48,0.00244
14862,Irene Manning,Female,no,92,0.18337
14864,Olivia Manning,Female,no,72,0.023030000000000002
14867,Taryn Manning,Female,yes,36,0.0010400000000000001
14869,Dinah Manoff,Female,yes,56,0.00495
14871,Jayne Mansfield,Female,no,34,0.00086
14876,Shirley Manson,Female,yes,48,0.00244
14892,Marla Maples,Female,yes,51,0.0030399999999999997
14895,Adele Mara,Female,no,87,0.10690999999999999
14896,Kate Mara,Female,yes,31,0.00064
14897,Rooney Mara,Female,yes,29,0.00055
14902,Josie Maran,Female,yes,36,0.0010400000000000001
14904,Vanessa Marano,Female,yes,22,0.00042
14907,Alice Marble,Female,no,77,0.036489999999999995
14911,Sophie Marceau,Female,yes,48,0.00244
14913,Jane March,Female,yes,41,0.00158
14914,Peggy March,Female,yes,66,0.01325
14915,Stephanie March,Female,yes,40,0.00146
14916,Nancy Marchand,Female,no,72,0.023030000000000002
14921,Vanessa Marcil,Female,yes,46,0.00214
14923,Imelda Marcos,Female,yes,85,0.08559
14924,Andrea Marcovicci,Female,yes,66,0.01325
14933,Princess Margaret,Female,no,72,0.023030000000000002
14937,Margo,Female,no,68,0.01594
14938,Marjorie Margolies-Mezvinsky,Female,yes,72,0.023030000000000002
14939,Janet Margolin,Female,no,50,0.00281
14941,Cindy Margolis,Female,yes,49,0.0026100000000000003
14944,Miriam Margolyes,Female,yes,73,0.02511
14945,Margrethe II,Female,yes,74,0.027360000000000002
14946,Julianna Margulies,Female,yes,47,0.00229
14947,Lynn Margulis,Female,no,76,0.03305
14949,Constance Marie,Female,yes,49,0.0026100000000000003
14950,Rose Marie,Female,yes,91,0.16549
14951,Teena Marie,Female,no,54,0.00403
14956,Anamaria Marinca,Female,yes,36,0.0010400000000000001
14965,Mona Maris,Female,no,88,0.11955
14972,Betsy Markey,Female,yes,58,0.00604
14974,Beryl Markham,Female,no,84,0.07674
14986,Diane Marleau,Female,yes,71,0.02103
14991,Rita Marley,Female,yes,68,0.01594
14999,Bridget Marquardt,Female,yes,41,0.00158
15019,Lorna R. Marsden,Female,yes,72,0.023030000000000002
15020,Rachel Marsden,Female,yes,40,0.00146
15021,Jean Marsh,Female,yes,80,0.04965
15022,Joan Marsh,Female,no,87,0.10690999999999999
15023,Marian Marsh,Female,no,93,0.20245
15026,Brenda Marshall,Female,no,77,0.036489999999999995
15027,Catherine Marshall,Female,no,69,0.017419999999999998
15028,Chan Marshall,Female,yes,42,0.0016899999999999999
15029,Connie Marshall,Female,no,68,0.01594
15038,Joan Marshall,Female,no,61,0.00811
15040,Margaret H. Marshall,Female,yes,70,0.019119999999999998
15041,Paula Marshall,Female,yes,50,0.00281
15042,Paule Marshall,Female,yes,85,0.08559
15043,Penny Marshall,Female,yes,72,0.023030000000000002
15048,Trudy Marshall,Female,no,82,0.06182000000000001
15052,Lynne Marta,Female,yes,66,0.01325
15056,Andrea Martin,Female,yes,67,0.01456
15076,Helen Martin,Female,no,91,0.16549
15080,Judith Martin,Female,yes,76,0.03305
15081,Kellie Martin,Female,yes,39,0.00134
15084,Lori Martin,Female,no,63,0.00987
15085,Lynn Martin,Female,yes,75,0.02998
15086,Marion Martin,Female,no,77,0.036489999999999995
15088,Mary Martin,Female,no,77,0.036489999999999995
15090,Nan Martin,Female,no,83,0.06888
15091,Pamela Sue Martin,Female,yes,61,0.00811
15104,Margo Martindale,Female,yes,63,0.00987
15106,Anne Clark Martindell,Female,no,94,0.22268000000000002
15107,Elsa Martinelli,Female,yes,79,0.04462
15109,Alessandra Martines,Female,yes,51,0.0030399999999999997
15119,Susana Martinez,Female,yes,55,0.00447
15122,Vilma S. Martinez,Female,yes,71,0.02103
15129,Judy Martz,Female,yes,71,0.02103
15140,Giulietta Masina,Female,no,73,0.02511
15143,Sophie Masloff,Female,no,97,0.28359
15146,Bobbie Ann Mason,Female,yes,74,0.027360000000000002
15149,Marlyn Mason,Female,yes,74,0.027360000000000002
15150,Marsha Mason,Female,yes,72,0.023030000000000002
15156,Ashley Massaro,Female,yes,35,0.0009400000000000001
15158,Anna Massey,Female,no,74,0.027360000000000002
15162,Ilona Massey,Female,no,64,0.010879999999999999
15170,Chase Masterson,Female,yes,51,0.0030399999999999997
15173,Mary Stuart Masterson,Female,yes,48,0.00244
15174,Mary Elizabeth Mastrantonio,Female,yes,56,0.00495
15176,Chiara Mastroianni,Female,yes,42,0.0016899999999999999
15182,Mary Matalin,Female,yes,61,0.00811
15183,Heather Matarazzo,Female,yes,32,0.0007
15184,Kari Matchett,Female,yes,44,0.0019
15188,Kim Mathers,Female,yes,39,0.00134
15204,Mireille Mathieu,Female,yes,68,0.01594
15206,Samantha Mathis,Female,yes,44,0.0019
15208,Irene Mathyssen,Female,yes,63,0.00987
15210,Marlee Matlin,Female,yes,49,0.0026100000000000003
15213,April Matson,Female,yes,29,0.00055
15215,Doris O. Matsui,Female,yes,70,0.019119999999999998
15221,Drea de Matteo,Female,yes,42,0.0016899999999999999
15230,Jessie Matthews,Female,no,74,0.027360000000000002
15246,Carmen Maura,Female,yes,69,0.017419999999999998
15247,Amelie Mauresmo,Female,yes,35,0.0009400000000000001
15251,Masuimi Max,Female,yes,36,0.0010400000000000001
15257,Lois Maxwell,Female,no,80,0.04965
15258,Marilyn Maxwell,Female,no,51,0.0030399999999999997
15262,Elaine May,Female,yes,82,0.06182000000000001
15264,Jodhi May,Female,yes,39,0.00134
15265,Julian May,Female,yes,83,0.06888
15266,Mathilda May,Female,yes,49,0.0026100000000000003
15270,Misty May-Treanor,Female,yes,37,0.0011300000000000001
15278,Marissa Mayer,Female,yes,39,0.00134
15285,Dorothy Maynor,Female,no,86,0.09561
15286,Virginia Mayo,Female,no,85,0.08559
15289,Melanie Mayron,Female,yes,62,0.00895
15291,Jayma Mays,Female,yes,35,0.0009400000000000001
15299,Debi Mazar,Female,yes,50,0.00281
15302,Monet Mazur,Female,yes,38,0.00124
15305,Valeria Mazza,Female,yes,42,0.0016899999999999999
15314,Mary McAleese,Female,yes,63,0.00987
15315,Megan McArdle,Female,yes,41,0.00158
15318,Christa McAuliffe,Female,no,38,0.00124
15321,Diane McBain,Female,yes,73,0.02511
15326,Martina McBride,Female,yes,48,0.00244
15327,Melissa McBride,Female,yes,49,0.0026100000000000003
15328,Megan McCafferty,Female,yes,41,0.00158
15330,Anne McCaffrey,Female,no,85,0.08559
15332,Cindy Hensley McCain,Female,yes,60,0.00734
15337,Meghan McCain,Female,yes,30,0.0006
15338,Mitzi McCall,Female,yes,82,0.06182000000000001
15344,Mercedes McCambridge,Female,no,88,0.11955
15352,Carolyn McCarthy,Female,yes,70,0.019119999999999998
15354,Dawn McCarthy,Female,yes,43,0.0018
15356,Jenny McCarthy,Female,yes,42,0.0016899999999999999
15360,Karen McCarthy,Female,no,63,0.00987
15363,Mary McCarthy,Female,no,77,0.036489999999999995
15364,Melissa McCarthy,Female,yes,44,0.0019
15367,Sheila McCarthy,Female,yes,58,0.00604
15371,Linda McCartney,Female,no,57,0.00547
15374,Claire McCaskill,Female,yes,61,0.00811
15375,Betsy McCaughey,Female,yes,66,0.01325
15378,Peggy McCay,Female,yes,84,0.07674
15380,China Anne McClain,Female,yes,16,0.00033999999999999997
15381,Rue McClanahan,Female,no,76,0.03305
15388,Sarah McClendon,Female,no,93,0.20245
15389,Barbara McClintock,Female,no,90,0.14886
15401,Jessica McClure,Female,yes,28,0.0005200000000000001
15404,Tane McClure,Female,yes,55,0.00447
15405,Edie McClurg,Female,yes,63,0.00987
15407,Betty McCollum,Female,yes,60,0.00734
15409,Heather McComb,Female,yes,37,0.0011300000000000001
15420,AnnaLynne McCord,Female,yes,27,0.00049
15423,Catherine McCormack,Female,yes,42,0.0016899999999999999
15425,Mary McCormack,Female,yes,45,0.00201
15427,Patty McCormack,Female,yes,69,0.017419999999999998
15429,Maureen McCormick,Female,yes,58,0.00604
15433,Sierra McCormick,Female,yes,17,0.00037999999999999997
15435,Norma McCorvey,Female,yes,67,0.01456
15444,Sandra McCoy,Female,yes,35,0.0009400000000000001
15454,Connie McCready,Female,no,79,0.04462
15456,Mindy McCready,Female,no,38,0.00124
15462,Carson McCullers,Female,no,50,0.00281
15465,Colleen McCullough,Female,yes,77,0.036489999999999995
15468,Julie McCullough,Female,yes,49,0.0026100000000000003
15469,Kimberly McCullough,Female,yes,36,0.0010400000000000001
15471,Jennette McCurdy,Female,yes,22,0.00042
15475,Myra McDaniel,Female,no,78,0.040310000000000006
15485,Audra McDonald,Female,yes,44,0.0019
15490,Gabrielle K. McDonald,Female,yes,72,0.023030000000000002
15500,Miriam McDonald,Female,yes,27,0.00049
15506,Mary McDonnell,Female,yes,62,0.00895
15507,Alexa McDonough,Female,yes,70,0.019119999999999998
15509,Mary Beth McDonough,Female,yes,53,0.00365
15513,Frances McDormand,Female,yes,57,0.00547
15521,Natascha McElhone,Female,yes,43,0.0018
15528,Reba McEntire,Female,yes,59,0.006659999999999999
15530,Geraldine McEwan,Female,yes,82,0.06182000000000001
15534,Cynthia McFadden,Female,yes,58,0.00604
15536,Kay McFarland,Female,yes,79,0.04462
15550,Vonetta McGee,Female,no,70,0.019119999999999998
15555,Kelly McGillis,Female,yes,57,0.00547
15557,Phyllis McGinley,Female,no,73,0.02511
15561,Margaret G. McGlynn,Female,yes,55,0.00447
15563,Elizabeth McGovern,Female,yes,53,0.00365
15566,Maureen McGovern,Female,yes,65,0.01201
15568,Rose McGowan,Female,yes,41,0.00158
15572,Alice McGrath,Female,no,92,0.18337
15578,Melinda McGraw,Female,yes,51,0.0030399999999999997
15583,Mary McGrory,Female,no,86,0.09561
15593,Dorothy McGuire,Female,no,85,0.08559
15606,Maureen F. McHugh,Female,yes,55,0.00447
15629,Donna McKechnie,Female,yes,72,0.023030000000000002
15630,Gina McKee,Female,yes,50,0.00281
15631,Lonette McKee,Female,yes,60,0.00734
15635,Danica McKellar,Female,yes,39,0.00134
15641,Virginia McKenna,Female,yes,83,0.06888
15642,Ruth McKenney,Female,no,61,0.00811
15647,Jacqueline McKenzie,Female,yes,47,0.00229
15652,Nancy McKeon,Female,yes,48,0.00244
15654,M. Margaret McKeown,Female,yes,63,0.00987
15663,Robin McKinley,Female,yes,62,0.00895
15666,Cynthia McKinney,Female,yes,59,0.006659999999999999
15671,Sarah McLachlan,Female,yes,46,0.00214
15679,Ann Dore McLaughlin,Female,yes,73,0.02511
15680,Audrey McLaughlin,Female,yes,78,0.040310000000000006
15686,Bethany McLean,Female,yes,44,0.0019
15688,Anne McLellan,Female,yes,64,0.010879999999999999
15689,Wendi McLendon-Covey,Female,yes,45,0.00201
15690,Catherine McLeod,Female,no,76,0.03305
15691,Allyn Ann McLerie,Female,yes,88,0.11955
15700,Linda McMahon,Female,yes,66,0.01325
15703,Stephanie McMahon,Female,yes,38,0.00124
15707,Michaela McManus,Female,yes,31,0.00064
15714,Terry McMillan,Female,yes,63,0.00987
15717,Mary Ann G. McMorrow,Female,no,83,0.06888
15722,Barbara McNair,Female,no,73,0.02511
15730,Maggie McNamara,Female,no,50,0.00281
15743,Kristy McNichol,Female,yes,52,0.0033200000000000005
15748,Marian McPartland,Female,no,95,0.24316
15752,Katharine McPhee,Female,yes,30,0.0006
15757,Butterfly McQueen,Female,no,84,0.07674
15760,Carmen McRae,Female,no,72,0.023030000000000002
15767,Janet McTeer,Female,yes,53,0.00365
15770,Christine McVie,Female,yes,71,0.02103
15780,Margaret Mead,Female,no,77,0.036489999999999995
15784,Robin Meade,Female,yes,45,0.00201
15787,Audrey Meadows,Female,no,70,0.019119999999999998
15789,Jayne Meadows,Female,yes,94,0.22268000000000002
15794,Anne Meara,Female,yes,85,0.08559
15805,Maria de Medeiros,Female,yes,49,0.0026100000000000003
15806,Kay Medford,Female,no,66,0.01325
15808,Patricia Medina,Female,no,92,0.18337
15817,Carrie P. Meek,Female,yes,88,0.11955
15825,Leighton Meester,Female,yes,28,0.0005200000000000001
15829,Deepa Mehta,Female,yes,64,0.010879999999999999
15861,Rigoberta Menchú Tum,Female,yes,55,0.00447
15869,Ana Mendieta,Female,no,37,0.0011300000000000001
15870,Bridgit Mendler,Female,yes,22,0.00042
15879,Maria Menounos,Female,yes,36,0.0010400000000000001
15882,Idina Menzel,Female,yes,43,0.0018
15883,Heather Menzies,Female,yes,65,0.01201
15887,Marian Mercer,Female,no,76,0.03305
15891,Natalie Merchant,Female,yes,51,0.0030399999999999997
15893,Michèle Mercier,Female,yes,75,0.02998
15895,Melina Mercouri,Female,no,74,0.027360000000000002
15905,Lee Meriwether,Female,yes,79,0.04462
15906,Angela Merkel,Female,yes,60,0.00734
15907,Una Merkel,Female,no,83,0.06888
15908,S. Epatha Merkerson,Female,yes,62,0.00895
15912,Ethel Merman,Female,no,76,0.03305
15916,Dina Merrill,Female,yes,89,0.13354000000000002
15935,Dale Messick,Female,no,99,0.32105
15940,Jo Dee Messina,Female,yes,44,0.0019
15941,Debra Messing,Female,yes,46,0.00214
15945,Grace Metalious,Female,no,40,0.00146
15947,Laurie Metcalf,Female,yes,59,0.006659999999999999
15960,Debbie Meyer,Female,yes,62,0.00895
15961,Dina Meyer,Female,yes,46,0.00214
15962,Joyce Meyer,Female,yes,71,0.02103
15966,Stephenie Meyer,Female,yes,41,0.00158
15968,Ann Meyers,Female,yes,59,0.006659999999999999
15969,Ari Meyers,Female,yes,45,0.00201
15970,Jan Meyers,Female,yes,86,0.09561
15972,Nancy Meyers,Female,yes,65,0.01201
15974,Helen Stevenson Meyner,Female,no,69,0.017419999999999998
15976,Inge Meysel,Female,no,94,0.22268000000000002
15985,Princess Michael of Kent,Female,yes,69,0.017419999999999998
15992,Dolores Michaels,Female,no,68,0.01594
15994,Jillian Michaels,Female,yes,40,0.00146
15997,Tammy Lynn Michaels,Female,yes,40,0.00146
15998,Kari Michaelsen,Female,yes,53,0.00365
15999,Alyson Michalka,Female,yes,25,0.00045
16000,Amanda Michalka,Female,yes,23,0.00043
16006,Chrisette Michele,Female,yes,32,0.0007
16007,Lea Michele,Female,yes,28,0.0005200000000000001
16008,Michael Michele,Female,yes,48,0.00244
16011,Candice Michelle,Female,yes,36,0.0010400000000000001
16015,Empress Michiko,Female,yes,80,0.04965
16023,Diane Middlebrook,Female,no,68,0.01594
16025,Kate Middleton,Female,yes,32,0.0007
16026,Pippa Middleton,Female,yes,31,0.00064
16027,Mary Midgley,Female,yes,95,0.24316
16029,Bette Midler,Female,yes,69,0.017419999999999998
16032,Harriet Miers,Female,yes,69,0.017419999999999998
16034,Julia Migenes,Female,yes,65,0.01201
16047,Izabella Miko,Female,yes,33,0.0007700000000000001
16048,Barbara Mikulski,Female,yes,78,0.040310000000000006
16052,Alyssa Milano,Female,yes,42,0.0016899999999999999
16056,Elaine Miles,Female,yes,54,0.00403
16059,Sarah Miles,Female,yes,73,0.02511
16060,Sylvia Miles,Female,yes,91,0.16549
16061,Vera Miles,Female,yes,85,0.08559
16063,Christina Milian,Female,yes,33,0.0007700000000000001
16064,Marilyn Milian,Female,yes,53,0.00365
16069,Ivana Milicevic,Female,yes,40,0.00146
16076,Agnes de Mille,Female,no,88,0.11955
16078,Juanita Millender-McDonald,Female,no,69,0.017419999999999998
16080,Ann Miller,Female,no,81,0.055420000000000004
16086,Candice Miller,Female,yes,60,0.00734
16087,Christa Miller,Female,yes,50,0.00281
